视频id,视频标题,视频作者,地区,时间,干净评论,segmented,情感得分,情感标签
7425245815997828363,霸王别姬,薛之谦,广东,2024-10-13 22:59,745 维维豆奶 Samantha Hira 好好听躺平,"[('745', 'm'), (' ', 'x'), ('维维', 'nz'), ('豆奶', 'n'), (' ', 'x'), ('Samantha', 'eng'), (' ', 'x'), ('Hira', 'eng'), (' ', 'x'), ('好好', 'd'), ('听', 'v'), ('躺平', 'n')]",0.9906343927217461,积极
7424745702070275343,我爸的要账之路看人间温暖与真实人性,龙腾虎跃（龙殿俊）10号10点东北农产品,辽宁,2024-10-12 14:35,所以说还6千的大爷人品绝对的视频里比他过的好的不少可就是没一个还钱的,"[('说', 'v'), ('大爷', 'n'), ('人品', 'n'), ('视频', 'n'), ('里', 'f'), ('钱', 'n')]",0.1661794659094077,消极
7424745702070275343,我爸的要账之路看人间温暖与真实人性,龙腾虎跃（龙殿俊）10号10点东北农产品,黑龙江,2024-10-13 17:14,你们也是太好说话了我爸每年到过年收欠账60多万都能要回来,"[('太', 'd'), ('说话', 'v'), ('爸', 'n'), ('过年', 't'), ('收', 'v'), ('欠账', 'v'), ('60', 'm'), ('多万', 'm'), ('回来', 'v')]",0.026769540477688203,消极
7420052940737596709,串串房到底该怎么维权租客知道是串串房后有多无奈可能都在我身上发生了这到底哪个部门来负责怎么防止串串房东继续租给下一家待我慢慢学习吧,B太,湖北,2024-10-13 14:55,好真实啊 捂脸捂脸,"[('真实', 'd'), (' ', 'x'), ('捂', 'v'), ('脸', 'n'), ('捂', 'v'), ('脸', 'n')]",0.0056738711816535226,消极
7424162389303627044,耳边的新朋友竟然是它 字节豆包出品的耳机到底怎么样olafriend豆包 科技数码 蓝牙耳机智能耳机,影视飓风,云南,2024-10-11 18:54,豆包确实很好用我已经用了半年了一丝不满意的感觉都没有 赞,"[('豆包', 'n'), ('确实', 'ad'), ('很好', 'd'), ('半年', 'm'), ('一丝', 'm'), ('满意', 'v'), ('感觉', 'n'), (' ', 'x'), ('赞', 'v')]",0.9974806007101208,积极
7425245815997828363,霸王别姬,薛之谦,黑龙江,2024-10-13 21:51,四巡这些歌我全要听到 好吗宝宝猪头,"[('巡', 'n'), ('歌', 'n'), ('全要', 'b'), ('听到', 'v'), (' ', 'x'), ('宝宝', 'nr'), ('猪头', 'n')]",0.8797063102776828,积极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,湖南,2024-10-14 00:09,我不白看也给你搞一千万赞哈灵机一动nn                                                  爱心100086万,"[('搞', 'v'), ('一千万', 'm'), ('赞哈', 'nrt'), ('灵机一动', 'i'), ('nn', 'eng'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('爱心', 'n'), ('100086', 'm'), ('万', 'm')]",0.9592029010683945,积极
7420638381417221415,焦土上开满了鲜花我们会好好守护它电影志愿军存亡之战,Jason张杰,江西,2024-10-01 13:06,杰哥应援棒能不能换成行星文化的坏笑Jason张杰,"[('杰哥', 'nr'), ('应援', 'v'), ('棒', 'a'), ('换成', 'v'), ('行星', 'n'), ('文化', 'n'), ('坏', 'a'), ('笑', 'v'), ('Jason', 'eng'), ('张杰', 'nr')]",0.8190309352263253,积极
7420052940737596709,串串房到底该怎么维权租客知道是串串房后有多无奈可能都在我身上发生了这到底哪个部门来负责怎么防止串串房东继续租给下一家待我慢慢学习吧,B太,贵州,2024-09-29 23:07,我2016年大学毕业就租到过串串房那个房子是二房东新装的二房东就是大量收毛坯房装修出租表面上看起来还行但实际材料非常差住进去以后三天两头生病感冒都必须住院的程度抵抗力非常差那时候还没有串串房这个概念甚至从来没有怀疑过是房子的问题后来2020年结婚有了自己的家身体素质才好起来直到某天在网上刷到串串房才恍然大悟我竟然住了四年的串串房,"[('2016', 'm'), ('年', 'm'), ('大学毕业', 'n'), ('租到', 'v'), ('串串', 'n'), ('房', 'n'), ('房子', 'n'), ('二房东', 'ns'), ('新装', 'n'), ('二房东', 'ns'), ('收', 'v'), ('毛坯房', 'n'), ('装修', 'v'), ('出租', 'v'), ('表面', 'n'), ('还行', 'v'), ('材料', 'n'), ('差', 'a'), ('住', 'v'), ('生病', 'n'), ('感冒', 'v'), ('住院', 'n'), ('程度', 'n'), ('抵抗力', 'n'), ('差', 'a'), ('串串', 'n'), ('房', 'n'), ('概念', 'n'), ('怀疑', 'v'), ('房子', 'n'), ('2020', 'm'), ('年', 'm'), ('结婚', 'v'), ('家', 'n'), ('身体素质', 'n'), ('某天', 'r'), ('网上', 's'), ('刷到', 'v'), ('串串', 'n'), ('房才', 'n'), ('恍然大悟', 'i'), ('住', 'v'), ('四年', 'm'), ('串串', 'n'), ('房', 'n')]",8.520387013599695e-06,消极
7425245815997828363,霸王别姬,薛之谦,河北,2024-10-13 23:42,爱人狗士 老薛还是好有少年感呀喜欢喜欢,"[('爱人', 'n'), ('狗士', 'n'), (' ', 'x'), ('老薛', 'nr'), ('少年', 'm'), ('感', 'vg'), ('喜欢', 'v'), ('喜欢', 'v')]",0.9999157986735634,积极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,河南,2024-10-13 16:20,不知道啥时候能中吗360一直保护着我的电脑也许会中赞赞赞赞赞赞赞赞赞,"[('啥时候', 'r'), ('中', 'f'), ('360', 'm'), ('保护', 'v'), ('电脑', 'n'), ('也许', 'd'), ('中', 'f'), ('赞赞', 'v'), ('赞赞', 'v'), ('赞赞', 'v'), ('赞赞', 'v'), ('赞', 'v')]",0.9999999998672335,积极
7425279805723069696,谢谢杭州我们上海见巡演日记 汪苏泷2024十万伏特巡回演唱会,汪苏泷,河南,2024-10-14 11:32,昨天去见你啦哥哥 真的好开心流泪流泪流泪戒不掉怎么办惊喜惊喜色色舔屏舔屏比心比心,"[('昨天', 't'), ('哥哥', 'ns'), (' ', 'x'), ('真的', 'd'), ('好开心', 'l'), ('流泪', 'n'), ('流泪', 'n'), ('流泪', 'n'), ('戒', 'v'), ('掉', 'v'), ('惊喜', 'a'), ('惊喜', 'a'), ('色色', 'n'), ('舔', 'v'), ('屏', 'ng'), ('舔', 'v'), ('屏', 'ng'), ('比心', 'n'), ('心', 's')]",0.9999980421680035,积极
7424785688056319244,10月12日东北雨姐虚假宣传被罚165万元 1个月掉粉近200万此前道歉视频已删东北雨姐带货橱窗已清空,九派新闻,陕西,2024-10-12 21:42,看来以后不能在抖音买东西了吃的用的都不敢了好几个包der,"[('抖', 'v'), ('音', 'n'), ('买', 'v'), ('东西', 'ns'), ('吃的用', 'l'), ('好几个', 'm'), ('包', 'v'), ('der', 'eng')]",0.05298899206371044,消极
7394850201397251339,来来来 聊天,孙燕姿,吉林,2024-07-25 21:48,喜欢你20年了,"[('喜欢', 'v'), ('20', 'm'), ('年', 'm')]",0.5785887160168985,积极
7425245815997828363,霸王别姬,薛之谦,马来西亚,2024-10-13 22:09,敏 啊啊啊啊啊啊啊好喜欢啊好喜欢那个歌词,"[('敏', 'ag'), (' ', 'x'), ('啊啊啊', 'nr'), ('啊啊啊', 'nr'), ('喜欢', 'v'), ('喜欢', 'v'), ('歌词', 'n')]",0.9964734977190661,积极
7425245815997828363,霸王别姬,薛之谦,辽宁,2024-10-13 22:54,好好听好好听啊 好像回到王子归来的时候流泪,"[('好好', 'd'), ('听', 'v'), ('好好', 'd'), ('听', 'v'), (' ', 'x'), ('好像', 'v'), ('回到', 'v'), ('王子', 'nr'), ('归来', 'v'), ('流泪', 'n')]",0.9870412922166107,积极
7394850201397251339,来来来 聊天,孙燕姿,福建,2024-07-25 01:38,有没有泉州的歌迷或者燕姿歌迷群 求拉好想找人一起去ktv唱燕姿的歌绝望的凝视,"[('有没有', 'v'), ('泉州', 'ns'), ('歌迷', 'n'), ('燕姿', 'nr'), ('歌迷', 'n'), ('群', 'n'), (' ', 'x'), ('求', 'v'), ('拉', 'v'), ('想', 'v'), ('找', 'v'), ('ktv', 'eng'), ('唱', 'v'), ('燕姿', 'nr'), ('歌', 'n'), ('绝望', 'v'), ('凝视', 'v')]",0.9989619554785037,积极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,安徽,2024-10-14 01:17,我喜欢荣耀也喜欢360看   我是不是包中呀,"[('喜欢', 'v'), ('荣耀', 'nr'), ('喜欢', 'v'), ('360', 'm'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('包中', 'v')]",0.913921059307853,积极
7425279805723069696,谢谢杭州我们上海见巡演日记 汪苏泷2024十万伏特巡回演唱会,汪苏泷,河南,2024-10-13 23:33,被月月亮晶晶的眼睛治愈了 怎么这么可爱 啊啊啊啊啊 超级喜欢DJ 沈月 摇头晃脑唱歌可爱 听到自己录的完整素材尴尬抱头超级可爱 色,"[('月', 'm'), ('月', 'm'), ('亮晶晶', 'z'), ('眼睛', 'n'), ('治愈', 'v'), (' ', 'x'), ('可爱', 'v'), (' ', 'x'), ('啊啊啊', 'nr'), (' ', 'x'), ('超级', 'b'), ('喜欢', 'v'), ('DJ', 'eng'), (' ', 'x'), ('沈月', 'nr'), (' ', 'x'), ('摇头晃脑', 'i'), ('唱歌', 'n'), ('可爱', 'v'), (' ', 'x'), ('听到', 'v'), ('录', 'v'), ('完整', 'a'), ('素材', 'n'), ('尴尬', 'a'), ('抱头', 'v'), ('超级', 'b'), ('可爱', 'v'), (' ', 'x'), ('色', 'ng')]",0.9976226110411707,积极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,黑龙江,2024-10-14 12:56,荣耀magicV3国货之光一部手机的变革体现了企业的用心和科研人员的心血愿荣耀推出更高科技含量的产品愿科祖国的科技改变生活改变世界n作为八零后的随着科技一同成长的电子产品爱好者追求者和还没有体验过折叠产品的我还是很希望能够亲身体验一把荣耀带来的科技感感谢感谢感谢感谢感谢感谢,"[('荣耀', 'nr'), ('magicV3', 'eng'), ('国货', 'n'), ('一部', 'm'), ('手机', 'n'), ('变革', 'vn'), ('体现', 'v'), ('企业', 'n'), ('用心', 'n'), ('科研人员', 'n'), ('心血', 'n'), ('愿', 'v'), ('荣耀', 'nr'), ('推出', 'v'), ('高科技', 'nz'), ('含量', 'n'), ('产品', 'n'), ('愿', 'v'), ('科', 'n'), ('祖国', 'n'), ('科技', 'n'), ('改变', 'v'), ('生活', 'vn'), ('改变', 'v'), ('世界', 'n'), ('n', 'x'), ('科技', 'n'), ('一同', 'd'), ('成长', 'v'), ('电子产品', 'n'), ('爱好者', 'n'), ('追求者', 'n'), ('体验', 'n'), ('折叠', 'v'), ('产品', 'n'), ('希望', 'v'), ('体验', 'n'), ('一把', 'm'), ('荣耀', 'nr'), ('带来', 'v'), ('科技', 'n'), ('感', 'v'), ('感谢', 'v'), ('感谢', 'v'), ('感谢', 'v'), ('感谢', 'v'), ('感谢', 'v'), ('感谢', 'v')]",0.999999999999998,积极
7394850201397251339,来来来 聊天,孙燕姿,广东,2024-07-24 14:39,姐姐明年高考完去看你的演唱会一定要在6月9号以后来广州舔屏高中二年超级喜欢你的歌,"[('姐姐', 'n'), ('明年', 't'), ('高考', 'v'), ('完去', 'v'), ('演唱会', 'n'), ('月', 'm'), ('号', 'm'), ('广州', 'ns'), ('舔', 'v'), ('屏', 'ng'), ('高中', 's'), ('二年', 'm'), ('超级', 'b'), ('喜欢', 'v'), ('歌', 'n')]",0.9987751992439587,积极
7424162389303627044,耳边的新朋友竟然是它 字节豆包出品的耳机到底怎么样olafriend豆包 科技数码 蓝牙耳机智能耳机,影视飓风,安徽,2024-10-11 00:53,一切都形成了闭环解决问题最好的方法就是解决提出问题的人影视飓风影响了一批视频创作者不夸张的说提高了整体制作水平但是今天影视飓风甚至都不能讨论画质捂脸一些平台标着4K而实际的码率却还没有1080P高平台不积极解决问题而是下架原视频tim也不得不被ai抹除一个全球顶级的视频团队创作的作品却被说清晰度不够视频内容有缺陷原来再大的博主在资本面前都如同炮灰捂脸捂脸捂脸,"[('闭环', 'vn'), ('解决问题', 'n'), ('方法', 'n'), ('解决', 'v'), ('提出', 'v'), ('影视', 'n'), ('飓风', 'n'), ('影响', 'vn'), ('一批', 'm'), ('视频', 'n'), ('创作者', 'n'), ('夸张', 'v'), ('说', 'v'), ('提高', 'v'), ('整体', 'n'), ('制作', 'vn'), ('水平', 'n'), ('影视', 'n'), ('飓风', 'n'), ('讨论', 'v'), ('画质', 'n'), ('捂', 'v'), ('脸', 'n'), ('平台', 'n'), ('标', 'v'), ('K', 'eng'), ('码率', 'n'), ('1080', 'm'), ('P', 'eng'), ('高', 'a'), ('平台', 'n'), ('解决问题', 'n'), ('下架', 'v'), ('原', 'n'), ('视频', 'n'), ('tim', 'eng'), ('ai', 'eng'), ('抹除', 'v'), ('全球', 'n'), ('顶级', 'n'), ('视频', 'n'), ('团队', 'n'), ('创作', 'vn'), ('作品', 'n'), ('说', 'v'), ('清晰度', 'n'), ('视频', 'n'), ('内容', 'n'), ('缺陷', 'v'), ('博主', 'n'), ('资本', 'n'), ('面前', 'f'), ('炮灰', 'n'), ('捂', 'v'), ('脸', 'n'), ('捂', 'v'), ('脸', 'n'), ('捂', 'v'), ('脸', 'n')]",2.8545548702574308e-08,消极
7423435635832130826,这么宰人店家是不是以为钱都是大风刮来的各省这一口才算过秋天省饭课代表,真探唐仁杰,海南,2024-10-09 18:11,那个炒饭的米可是10块钱一斤啊我们的铁哥们儿那里进口的铁哥们日子过得真的挺好的一斤米都得十块钱恐惧嘘,"[('炒饭', 'v'), ('米', 'm'), ('10', 'm'), ('块钱', 'n'), ('一斤', 'm'), ('铁哥们儿', 'n'), ('进口', 'vn'), ('铁哥们', 'n'), ('日子', 'n'), ('真的', 'd'), ('挺', 'd'), ('一斤', 'm'), ('米', 'm'), ('十块钱', 'nz'), ('恐惧', 'an')]",0.04559668747949319,消极
7359369403386924303,"At this hearing I stand before my fellow members of The Tortured Poets Department with a summary of my findings
Album today
Fortnight music video tomorrow at 8pm et",Taylor Swift,辽宁,2024-09-14 17:54,加好友加好友加好友加好友玫瑰玫瑰玫瑰玫瑰玫瑰SabrinaCarpenter 德国小姐姐韦玫霖,"[('加', 'v'), ('好友', 'n'), ('加', 'v'), ('好友', 'n'), ('加', 'v'), ('好友', 'n'), ('加', 'v'), ('好友', 'n'), ('玫瑰', 'n'), ('玫瑰', 'n'), ('玫瑰', 'n'), ('玫瑰', 'n'), ('玫瑰', 'n'), ('SabrinaCarpenter', 'eng'), (' ', 'x'), ('德国', 'ns'), ('小姐姐', 'nr'), ('韦玫霖', 'nr')]",0.9999998283481134,积极
7408476801258769674,黑神话悟空  瑞幸咖啡X黑神话悟空合作TVC正式发布,黑神话悟空,江苏,2024-09-16 03:25,超级无敌暴龙战士 阿政 什么时候能做出游戏里那个cg风格的动漫就好了舔屏舔屏,"[('超级', 'b'), ('无敌', 'v'), ('暴', 'n'), ('龙战士', 'nz'), (' ', 'x'), ('阿政', 'nr'), (' ', 'x'), ('做出', 'v'), ('游戏', 'n'), ('里', 'f'), ('cg', 'eng'), ('风格', 'n'), ('动漫', 'n'), ('舔', 'v'), ('屏', 'ng'), ('舔', 'v'), ('屏', 'ng')]",0.9986778681011409,积极
7420052940737596709,串串房到底该怎么维权租客知道是串串房后有多无奈可能都在我身上发生了这到底哪个部门来负责怎么防止串串房东继续租给下一家待我慢慢学习吧,B太,广东,2024-10-12 23:15,东北雨姐现实和视频里一模一样赞赞n你说的是真话吗尬笑,"[('东北', 'ns'), ('雨姐', 'nr'), ('现实', 'n'), ('视频', 'n'), ('里', 'f'), ('一模一样', 'l'), ('赞赞', 'v'), ('n', 'eng'), ('说', 'v'), ('真话', 'n'), ('尬', 'x'), ('笑', 'v')]",0.9933035148795611,积极
7421137556600786214,10月份交付目标冲刺2万辆 在这里感谢车主们的体谅我们一定加快速度争取让大家早日开上梦想之车和雷军一起聊车,雷军,广东,2024-10-03 21:31,我现在刚好20岁,"[('20', 'm'), ('岁', 'm')]",0.469051749286834,消极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,湖北,2024-10-13 17:32,周总有很多可是给粉丝送 华为最新款折叠手机的只有你一个赞赞赞感谢感谢感谢,"[('周', 'nr'), ('总', 'b'), ('粉丝', 'n'), ('送', 'v'), (' ', 'x'), ('华为', 'nr'), ('最新款', 'n'), ('折叠', 'v'), ('手机', 'n'), ('赞赞', 'v'), ('赞', 'v'), ('感谢', 'v'), ('感谢', 'v'), ('感谢', 'v')]",0.9999515227926518,积极
7423435635832130826,这么宰人店家是不是以为钱都是大风刮来的各省这一口才算过秋天省饭课代表,真探唐仁杰,山东,2024-10-09 13:47,东兴去过  只感觉屈头蛋好吃  笑哭,"[('东兴', 'ns'), ('去过', 'vq'), (' ', 'x'), (' ', 'x'), ('感觉', 'n'), ('屈头', 'n'), ('蛋', 'n'), ('好吃', 'v'), (' ', 'x'), (' ', 'x'), ('笑', 'v'), ('哭', 'v')]",0.9329269047953597,积极
7425245815997828363,霸王别姬,薛之谦,河南,2024-10-14 01:44,油青条 好听,"[('油青', 'n'), ('条', 'n'), (' ', 'x'), ('好听', 'v')]",0.5253223618313981,积极
7420052940737596709,串串房到底该怎么维权租客知道是串串房后有多无奈可能都在我身上发生了这到底哪个部门来负责怎么防止串串房东继续租给下一家待我慢慢学习吧,B太,河南,2024-10-13 11:35,干得都是平民老百姓 从来不打有任何风险的仗赞赞赞赞,"[('干', 'v'), ('平民', 'n'), ('老百姓', 'n'), (' ', 'x'), ('从来不', 'd'), ('打有', 'v'), ('风险', 'n'), ('仗', 'n'), ('赞赞', 'v'), ('赞赞', 'v')]",0.9999994912320146,积极
7425245815997828363,霸王别姬,薛之谦,湖南,2024-10-14 00:16,小李要早睡 这个好好听,"[('李', 'nr'), ('早睡', 'v'), (' ', 'x'), ('好好', 'd'), ('听', 'v')]",0.2678997043677118,消极
7425245815997828363,霸王别姬,薛之谦,江苏,2024-10-13 23:23,Admireএ 紀 引鹿 Charon 01K ღ疏雨未歇 26420 郝郝好 逢花 宇宙超级无敌绝帅悲伤大蟑螂 这是助理泣不成声泣不成声泣不成声,"[('Admire', 'eng'), ('এ', 'x'), (' ', 'x'), ('紀', 'zg'), (' ', 'x'), ('引鹿', 'n'), (' ', 'x'), ('Charon', 'eng'), (' ', 'x'), ('01', 'm'), ('K', 'eng'), (' ', 'x'), ('ღ', 'x'), ('疏', 'vg'), ('雨', 'n'), ('未', 'd'), ('歇', 'v'), (' ', 'x'), ('26420', 'm'), (' ', 'x'), ('郝郝', 'nr'), (' ', 'x'), ('逢花', 'l'), (' ', 'x'), ('宇宙', 'n'), ('超级', 'b'), ('无敌', 'v'), ('绝帅', 'n'), ('悲伤', 'a'), ('蟑螂', 'n'), (' ', 'x'), ('助理', 'vn'), ('泣不成声', 'i'), ('泣不成声', 'i'), ('泣不成声', 'i')]",0.9997602799234255,积极
7421137556600786214,10月份交付目标冲刺2万辆 在这里感谢车主们的体谅我们一定加快速度争取让大家早日开上梦想之车和雷军一起聊车,雷军,广西,2024-10-03 13:23,雷军 7058是接近8000雷总你数学挺好的泣不成声,"[('雷军', 'nr'), (' ', 'x'), ('7058', 'm'), ('接近', 'v'), ('8000', 'm'), ('雷总', 'nr'), ('数学', 'n'), ('挺', 'd'), ('泣不成声', 'i')]",0.9984471293765258,积极
7425245815997828363,霸王别姬,薛之谦,福建,2024-10-14 00:50,声音好契合哇 老薛太棒了,"[('声音', 'n'), ('契合', 'v'), (' ', 'x'), ('老薛', 'nr'), ('太棒了', 'nr')]",0.980608763655428,积极
7423435635832130826,这么宰人店家是不是以为钱都是大风刮来的各省这一口才算过秋天省饭课代表,真探唐仁杰,四川,2024-10-10 05:42,要么碱打过 要么石粉放多 没处理好,"[('碱', 'n'), (' ', 'x'), ('石粉', 'n'), ('放', 'v'), (' ', 'x')]",0.4003009886949982,消极
7423435635832130826,这么宰人店家是不是以为钱都是大风刮来的各省这一口才算过秋天省饭课代表,真探唐仁杰,广西,2024-10-09 19:39,好吃的月月 咩意思腻,"[('好吃', 'v'), ('月', 'm'), ('月', 'm'), (' ', 'x'), ('咩', 'zg'), ('腻', 'v')]",0.049772366126789036,消极
7420052940737596709,串串房到底该怎么维权租客知道是串串房后有多无奈可能都在我身上发生了这到底哪个部门来负责怎么防止串串房东继续租给下一家待我慢慢学习吧,B太,福建,2024-09-30 11:19,二房东的房子都是这样图便宜只有一房东不会图便宜一房东一般图省事所以用的材料就好我自己给租客的房子都是用E0级的板材,"[('二房东', 'ns'), ('房子', 'n'), ('图', 'n'), ('便宜', 'a'), ('房东', 'n'), ('图', 'n'), ('便宜', 'a'), ('房东', 'n'), ('图', 'n'), ('省事', 'n'), ('材料', 'n'), ('租客', 'n'), ('房子', 'n'), ('E0', 'eng'), ('级', 'q'), ('板材', 'n')]",0.13086846913618688,消极
7394850201397251339,来来来 聊天,孙燕姿,浙江,2024-07-23 23:29,燕姿 祝你开心 十年蛋糕09年的姿迷顺便附上一张纪录孙燕姿,"[('燕姿', 'nr'), (' ', 'x'), ('祝你开心', 'nr'), (' ', 'x'), ('十年', 'm'), ('蛋糕', 'n'), ('09', 'm'), ('年', 'm'), ('姿迷', 'n'), ('顺便', 'ad'), ('附上', 'f'), ('一张', 'm'), ('纪录', 'n'), ('孙燕姿', 'nr')]",0.9919425320309188,积极
7421405814096727334,"星际迁移只是一个故事
但除此之外一定要谨慎
邓紫棋 邓紫棋IAMGLORIA世界巡回演唱会 邓紫棋演唱会 邓紫棋巡演日记",GEM鄧紫棋,贵州,2024-10-03 17:40,来不来贵州啊 解解捂脸赞,"[('不来', 'v'), ('贵州', 'ns'), (' ', 'x'), ('解解', 'v'), ('捂', 'v'), ('脸', 'n'), ('赞', 'v')]",0.10908661896733562,消极
7394850201397251339,来来来 聊天,孙燕姿,山西,2024-09-02 22:54,燕姿姐喜欢你20年今年34还能听到 tonight   i feelccloso to you这首歌太经典每次听到都情不自禁哼起来,"[('燕姿姐', 'nr'), ('喜欢', 'v'), ('20', 'm'), ('年', 'm'), ('34', 'm'), ('听到', 'v'), (' ', 'x'), ('tonight', 'eng'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('i', 'x'), (' ', 'x'), ('feelccloso', 'eng'), (' ', 'x'), ('to', 'eng'), (' ', 'x'), ('you', 'eng'), ('首歌', 'n'), ('太', 'd'), ('经典', 'n'), ('每次', 'r'), ('听到', 'v'), ('情不自禁', 'i'), ('哼起来', 'v')]",0.8774560750125621,积极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,安徽,2024-10-13 16:47,福利不断开心连连666666,"[('福利', 'ns'), ('开心', 'v'), ('666666', 'm')]",0.9424986997166058,积极
7394850201397251339,来来来 聊天,孙燕姿,江苏,2024-07-26 18:56,鹤白 这个视频好舒服看着色流泪,"[('鹤白', 'ns'), (' ', 'x'), ('视频', 'n'), ('舒服', 'a'), ('看着', 'v'), ('色', 'ng'), ('流泪', 'n')]",0.9156361012088169,积极
7425279805723069696,谢谢杭州我们上海见巡演日记 汪苏泷2024十万伏特巡回演唱会,汪苏泷,湖南,2024-10-14 08:02,有的时候真的不敢在外面说我喜欢汪苏泷哈哈哈哈哈哈哈ou2006ou2006ou2006ou2006ou2006o,"[('真的', 'd'), ('外面', 'f'), ('说', 'v'), ('喜欢', 'v'), ('汪苏', 'nr'), ('泷', 'g'), ('哈哈哈哈', 'o'), ('哈哈哈', 'o'), ('ou2006ou2006ou2006ou2006ou2006o', 'eng')]",0.9947110282247288,积极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,内蒙古,2024-10-14 10:28,荣耀magicV3国货之光一部手机的变革体现了企业的用心和科研人员的心血愿荣耀推出更高科技含量的产品愿科祖国的科技改变生活改变世界n作为八零后的随着科技一同成长的电子产品爱好者追求者和还没有体验过折叠产品的我还是很希望能够亲身体验一把荣耀带来的科技感感谢感谢感谢感谢感谢感谢中奖看,"[('荣耀', 'nr'), ('magicV3', 'eng'), ('国货', 'n'), ('一部', 'm'), ('手机', 'n'), ('变革', 'vn'), ('体现', 'v'), ('企业', 'n'), ('用心', 'n'), ('科研人员', 'n'), ('心血', 'n'), ('愿', 'v'), ('荣耀', 'nr'), ('推出', 'v'), ('高科技', 'nz'), ('含量', 'n'), ('产品', 'n'), ('愿', 'v'), ('科', 'n'), ('祖国', 'n'), ('科技', 'n'), ('改变', 'v'), ('生活', 'vn'), ('改变', 'v'), ('世界', 'n'), ('n', 'x'), ('科技', 'n'), ('一同', 'd'), ('成长', 'v'), ('电子产品', 'n'), ('爱好者', 'n'), ('追求者', 'n'), ('体验', 'n'), ('折叠', 'v'), ('产品', 'n'), ('希望', 'v'), ('体验', 'n'), ('一把', 'm'), ('荣耀', 'nr'), ('带来', 'v'), ('科技', 'n'), ('感', 'v'), ('感谢', 'v'), ('感谢', 'v'), ('感谢', 'v'), ('感谢', 'v'), ('感谢', 'v'), ('感谢', 'v'), ('中奖', 'nz')]",0.9999999999999978,积极
7420638381417221415,焦土上开满了鲜花我们会好好守护它电影志愿军存亡之战,Jason张杰,黑龙江,2024-10-01 15:57,小鬼两岁半 我昨晚去看了杰哥最后这嗓音超好听,"[('小鬼', 'n'), ('两岁半', 'i'), (' ', 'x'), ('昨晚', 't'), ('杰哥', 'nr'), ('嗓音', 'n'), ('超', 'v'), ('好听', 'v')]",0.24592762671312252,消极
7421137556600786214,10月份交付目标冲刺2万辆 在这里感谢车主们的体谅我们一定加快速度争取让大家早日开上梦想之车和雷军一起聊车,雷军,福建,2024-10-09 10:50,雷总你好连续使用小米三部折叠手机了结果刚换了f4折叠手机打电话声音老是断断续续玩游戏声音也是断断续续找你们维修中心说折叠的要寄回去检测9999元买的新手机就有问题有点失望了,"[('雷总', 'nr'), ('你好', 'l'), ('连续', 'a'), ('小米', 'n'), ('三部', 'm'), ('折叠', 'v'), ('手机', 'n'), ('换', 'v'), ('f4', 'eng'), ('折叠', 'v'), ('手机', 'n'), ('打电话', 'l'), ('声音', 'n'), ('断断续续', 'i'), ('玩游戏', 'n'), ('声音', 'n'), ('断断续续', 'i'), ('找', 'v'), ('维修中心', 'nz'), ('说', 'v'), ('折叠', 'v'), ('寄', 'v'), ('回去', 'v'), ('检测', 'vn'), ('9999', 'm'), ('元', 'm'), ('买', 'v'), ('新手机', 'nz'), ('失望', 'v')]",0.07849850920344192,消极
